word,fre
explains,5
explanation,2
explanations,1
explicatory,1
explicit,3
explicitly,2
exploit,2
exploitation,1
exploration,3
explorations,1
explore,4
explorer,2
explores,1
exploring,4
explosion,2
exports,1
exposed,8
exposure,1
express,5
expressed,5
expressing,1
expression,6
expressions,1
extend,2
extended,2
extension,3
extensive,1
extensively,1
extent,4
external,4
extra,9
extracted,2
extraction,1
extraordinarily,2
extraordinary,1
extravagant,1
extreme,2
extremely,1
eye,2
eyes,1
f,12
fabulous,1
face,6
faced,3
faces,1
facilitates,2
facilities,1
facing,3
fact,12
factor,3
factories,2
factors,10
factory,3
facts,2
faculty,1
fad,1
fade,1
fades,1
fading,1
fail,4
failed,7
failing,1
fails,5
failure,1
failures,1
faint,1
faintly,1
fair,6
fairly,3
fairness,3
faith,2
faithful,1
faithfulness,1
fake,1
fall,1
fallen,1
falling,1
false,1
falsehood,1
falsely,1
fame,2
familiar,3
families,6
family,14
famous,3
fan,1
fanshing,1
fantastic,1
fantasy,1
far,14
farmers,1
farming,1
faroff,1
farreaching,2
farther,1
fasb,4
fascination,1
fashion,21
fast,3
faster,2
fastfashion,3
fat,2
fatal,1
fate,1
father,9
fathered,1
fatherly,1
fathers,2
favor,6
favorable,1
favorite,2
favorites,1
favoritism,4
favors,1
favourably,1
favours,2
fear,6
feared,1
fearful,1
fearsome,1
fearsomely,1
feasible,1
feats,1
feature,4
features,5
february,1
federal,33
federalstate,1
feed,2
feedback,2
feel,10
feeling,2
feelings,1
feels,1
fees,3
feet,2
fell,2
fellow,1
felt,4
female,2
females,1
ferrari,1
fertilizers,1
festival,1
fetch,1
fetch。,1
feverish,2
fewer,4
fiction,3
field,1
fields,4
fiercer,1
fifths,1
fight,3
fighting,2
figure,2
figures,8
filer,1
files,1
filing,1
filings,1
fill,1
filled,2
filling,3
fills,1
film,1
filmmaking,1
films,1
filter,1
final,2
finally,3
finance,2
financial,12
financially,1
find,15
finding,7
findings,5
finds,4
fine,1
finegrained,1
finish,2
firm,5
firms,5
first,51
firsttimers,1
fish,1
fisheating,1
fisher,1
fist,1
fit,12
fitness,1
fits,1
fittest,1
fitting,1
five,5
fixed,1
flagged,2
flagship,1
flaw,2
flawed,3
flaws,1
fled,1
fleeting,1
flesh,1
flew,1
flexibility,5
flexible,2
flexibly,1
flies,1
flight,2
float,1
flourishing,1
flow,5
flowing,1
flows,1
flu,1
fluctuate,2
fluency,1
fly,1
flying,1
foals,1
focus,5
focused,2
focuses,1
focusing,2
fog,1
fold,1
folding,1
folk,2
folks,2
follow,7
followed,4
following,84
follows,5
fond,1
food,18
foot,1
force,5
forced,6
forces,1
forcesthe,1
forcing,2
forecast,1
forecasted,1
forecasts,1
foreign,3
foremost,1
foresee,1
foreseeable,2
foreshadows,1
foresight,1
foresightedane,1
forest,2
forested,1
foresters,1
forestry,1
forever,2
forget,2
forgetting,1
forgot,1
forgotten,1
form,12
formal,9
formally,1
format,1
formation,1
formed,3
former,6
formerly,2
formidable,1
forming,1
forms,6
formula,1
fors,1
forth,1
fortnightly,1
fortunate,1
fortunes,1
forty,1
forward,6
fossil,1
fosters,1
fought,1
found,16
foundation,3
foundations,1
founded,2
founders,3
founding,3
four,14
fourfold,1
fourth,5
fouryear,1
fowler,1
fraction,1
fragile,2
fragmented,2
fragments,1
frame,1
framers,1
frames,2
framework,2
france,4
franco,1
frank,1
franz,1
free,8
freed,2
freedom,6
freely,2
freethinking,1
french,4
frenchmen,1
frequent,4
frequently,4
fresh,1
friend,2
friends,13
fritz,1
frown,1
fruit,2
fruitfly,1
frustrated,1
frustration,1
frustrations,1
ftc,2
fuel,2
fulfill,3
fulfilling,2
fulfillment,2
fulfils,1
full,3
fuller,1
fully,5
function,7
functional,1
functionalismbecame,1
functioned,1
functioning,4
functions,2
fund,1
fundamental,9
fundamentally,1
funded,1
funding,9
funds,3
funeral,1
funny,2
furniture,1
furthermore,1
future,25
futurological,1
futurologists,1
g,10
gain,3
gained,3
gaining,2
gains,3
gains。,1
gallery,1
game,2
games,2
gap,1
gaping,1
gapsmark,1
garden,3
gardens,9
garment,2
garments,3
gate,1
gatekeepers,1
gateway,1
gatherers,1
gave,9
gdp,20
gender,3
genealogistsand,1
general,6
generalcirculation,1
generally,6
generate,4
generates,1
generating,1
generation,5
generations,6
generative,2
generous,4
genes,6
genetic,14
genetically,3
geneticist,1
genetics,1
genius,1
geniuses,1
genomewide,1
genre,1
gentleman,2
geographic,2
geographical,1
george,10
georgia,1
german,1
germanborn,1
germans,1
germany,3
get,24
gets,3
getting,11
giant,1
gift,3
gifted,1
giftgiver,1
giftgivers,1
gifts,3
gilbert,9
giovanni,2
girl,2
girls,2
give,17
given,10
gives,5
giving,5
giza,1
gladwell,1
glamorous,1
glamour,1
glance,2
glaring,1
glem,1
glenn,1
glimpse,1
global,11
globalization,1
globally,1
gloominess,1
glory,2
glowingly,1
glue,1
gmat,2
go,14
goal,6
goals,7
god,2
goes,6
going,10
gone,3
good,18
gooddrinking,1
goods,1
google,3
gordon,2
gorge,1
gossip,1
got,10
gotten,1
govemmentdefined,1
govern,1
governance,1
governed,2
governing,1
government,24
governmental,2
governmentfunded,2
governmentis,1
governments,4
governor,3
grace,1
graddol,3
gradual,4
gradually,3
graduate,3
graduates,4
grafton,1
graham,1
grammar,4
grammars,1
grammatical,1
grandparents,1
granny,1
grant,1
granted,2
granting,2
grants,2
grasp,3
grasping,1
grassroots,1
gratification,1
gratify,1
gratitude,1
gray,2
great,12
greater,7
greatest,3
greatgrandparents,1
greatgreatgrandparents,1
greatly,1
greece,3
greek,2
green,5
greenberg,1
greenbergian,1
gregory,1
grew,1
grocery,2
groom,1
ground,5
groundbreaking,1
grounding,1
groundless,1
grounds,1
group,14
groups,8
grow,3
growing,6
grown,2
grows,1
growth,15
guarantee,3
guarded,2
guardian,2
guardianship,1
guess,1
guidance,1
guide,1
guided,1
guidelines,1
guides,1
guiding,1
guildlike,2
guilty,3
gulf,1
gustav,1
h,3
habit,5
habits,11
habitsas,1
habitually,1
hack,1
hacked,1
hacking,8
hair,2
haircut,1
half,16
halfcentury,1
hall,1
hampered,1
hand,4
handed,1
handful,1
handle,2
handling,1
handsome,2
happen,4
happened,3
happening,1
happens,7
happily,1
happiness,5
happinessenhancing,1
happy,5
hard,11
hardens,1
hardest,2
hardline,1
hardly,2
harm,2
harmful,4
harmony,1
harold,1
hartford,1
harvard,5
hate,1
hawaii,3
hawaiian,7
hawaiians,5
hawked,1
hawthorne,4
haze,2
hazy,1
head,1
headhunter,1
headhunters,1
headlong,1
heads,2
headshots,1
headway,1
heal,1
heally,1
health,26
healthrelated,1
healthy,2
hear,4
heard,2
hearing,1
heart,9
heavens,2
heavily,1
heavy,1
hedging,1
height,12
heightening,1
held,3
helicopters,1
help,19
helped,3
helpful,2
helping,5
helps,4
hemings,3
hence,3
henry,1
herbert,1
herd,1
heritage,1
hero,1
herz,1
hesitancy,1
hidden,3
hide,1
hiding,1
hierarchical,1
higgs,2
high,16
higher,12
highest,1
highfashion,1
highlighted,2
highlights,2
highly,2
highpriced,1
highquality,2
hightechnology,1
hijack,1
hijacked,6
hill,2
him/her,1
hindrance,1
hint,1
hippocampus,1
hire,3
hired,2
historians,4
historical,6
history,26
historyand,1
historyswept,1
hit,2
hitherto,2
hitting,1
hivprevention,1
hoffa,3
hold,5
holders,3
holding,3
holds,8
hold。,1
holes,1
holidays,1
holiness,1
holisticyet,1
holy,1
home,6
homeless,4
homes,3
hominid,1
homo,1
honda,1
honduras,1
honor,1
honored,1
hooray,1
hope,2
hopeall,1
hoped,2
hopefully,1
hopelessly,1
hopes,1
hoping,1
hops,1
horeca：hotels,1
horizon,3
hormone,1
hormones,1
horrified,1
horses,1
hospital,1
host,4
hostage,1
hostile,1
hostility,4
hosting,1
hot,1
hotels,1
houghton,1
hourly,1
hours,3
hoursthis,1
house,4
household,1
households,1
housekeeper,1
houses,6
housing,2
houston,1
howard,1
however,30
hug,1
huge,4
hugely,1
hugging,4
hugs,3
human,27
humanities,10
humanity,13
humans,12
humbly,1
humiliating,1
humiliations,1
hundred,3
hundreds,4
hung,1
hunger,2
hungry,1
hunted,1
hunter,1
hunters,1
hurries,1
hurt,1
hurting,1
huxley,1
hybrids,1
hypotheses,1
iasb,5
ibm,1
idea,21
ideal,3
idealism,1
idealists,1
idealized,2
ideally,1
ideals,2
ideas,11
ideassuch,1
identified,7
identify,4
identifying,2
identigene,1
ideological,1
idioms,1
idle,1
ignore,6
ignored,3
ignores,2
ignoring,1
ii,7
iii,7
illegal,1
illegally,1
illiberal,2
illiquid,1
illiquidity,1
illiterate,1
ills,1
illuminate,1
illusion,2
illusory,1
illustrate,4
illustrated,1
illustrating,1
image,9
images,3
imagination,1
imagine,4
imagined,1
imagining,1
imitate,1
imitation,1
immediate,3
immigrants,1
immigrantsinformation,1
immigration,12
immoral,1
immune,3
immunity,1
impact,14
impairing,1
impartial,2
impelled,1
imperative,1
imperfect,1
impinging,2
implement,2
implemented,1
implication,1
implications,3
implicit,2
implicitly,1
implies,2
import,1
importance,9
important,17
importantly,2
imposed,1
impossibility,1
impossible,2
impression,1
impressions,1
impressive,2
imprisoned,1
imprisonment,1
improve,15
improved,4
improvement,3
improvements,2
improves,1
improving,5
impulse,2
impulsive,1
inability,1
inadequate,2
inarticulate,1
inberent,1
incentive,1
inch,1
inches,1
incidence,1
incidental,1
incite,1
inclination,2
inclinations,1
include,5
included,4
including,14
inclusive,1
income,6
incompatible,1
incomplete,1
inconclusive,1
incorrect,1
incorrectly,1
increase,10
increased,11
increases,1
increasing,6
increasingly,8
increating,1
incredible,2
incurred,1
indeed,1
indefensible,1
indefinite,1
indefinitely,1
independence,3
independent,4
independently,2
indepth,1
index,1
indicate,4
indicated,2
indicates,2
indicating,1
indicator,1
indicators,2
indictment,2
indies,1
indifference,3
indifferent,1
indirect,1
indirectly,1
individual,17
individuals,4
indulge,1
indulgence,1
indulgent,1
indulges,1
industrial,3
industriousness,1
industry,16
ineffectiveness,1
inequalities,1
inequality,2
inescapably,1
inevitable,5
inevitably,2
inexorable,1
inexpressible,1
infancy,2
infants,1
infections,2
infer,3
inference,1
inferences,1
inferior,2
inferiority,1
inferred,11
inflating,1
inflation,2
influence,27
influenced,7
influenceeven,1
influences,5
influencing,1
influential,7
influentials,11
inform,1
informa,1
information,26
informed,2
infrastructure,3
infuriating,1
ingrain,1
inhabitants,1
inherent,3
inherently,1
inherited,4
inheritor,1
initial,4
initially,1
initiated,1
initiation,1
initiative,1
initiator,1
injurious,1
ink,1
innate,2
inner,1
innocent,3
innovation,7
innovational,1
innovations,4
innovative,3
innovatively,1
innovativeness,2
innovator,1
inquired,1
inquiry,2
insects,1
insensitivity,1
inside,1
insightful,1
insignificant,1
insist,2
insisted,2
insistence,1
insists,1
inspection,2
inspire,2
inspired,3
inspires,1
installment,1
installments,1
instance,5
instances,1
instant,1
instantly,1
instead,25
insteadthe,1
instilling,1
instinct,2
institute,1
institution,10
institutional,3
institutions,2
instructed,1
instructionsnor,1
instrument,1
instrumentalists,1
insulted,1
insurance,2
insure,1
intangible,1
integrate,2
integrated,2
integrity,5
intellect,2
intellectual,17
intellectualproperty,1
intelligence,9
intelligent,3
intended,15
intends,3
intense,2
intensifies,1
intensity,1
intent,1
intention,2
intentionally,1
intently,1
interact,1
interaction,2
interactions,1
interest,7
interested,3
interesting,5
interests,5
internal,4
international,17
internationally,1
internationals,1
internet,9
internetbased,1
interpersonal,4
interplay,1
interpret,4
interpretation,4
interpretations,1
intervention,1
interview,1
interviewees,1
interviewers,1
interviews,1
intimacy,1
intimately,1
intricacies,2
intrinsic,2
introduce,1
introduced,6
introduces,1
introducing,2
introduction,2
introductory,1
intruded,1
intrusion,1
intrusiveness,1
intuitive,1
intuitively,1
invalid,1
invalidate,2
invent,1
invented,1
invention,2
inventions,3
inventor,1
inventory,1
inverted,1
invest,2
invested,1
investigate,1
investigates,1
investigation,2
investigators,1
investment,4
investments,1
investors,2
invisible,2
invitation,1
invite,1
invited,1
inviting,2
involve,3
involved,3
involvement,1
involves,4
involving,1
ioannidis,1
iq,1
iqwise,1
irishmen,1
ironically,1
irregular,1
irregularly,1
irrelevant,1
irreproducibility,1
island,3
islands,1
isolated,1
isolates,1
isolation,1
issue,9
issued,4
issues,14
italy,2
items,2
itunes,1
ityou,1
iucn,2
iv,1
j,2
james,3
japan,2
japanese,5
jaw,1
jcrew,1
jefferson,7
jennifer,4
jimmy,2
joah,1
job,15
jobcentre,3
jobless,1
jobs,4
jobseeker,3
jobseekers,4
jobtraining,1
jogging,1
john,9
johnson,2
join,3
joined,2
joins,1
joint,2
joseph,1
joshua,1
journal,15
journalism,7
journalistic,3
journalists,5
journals,12
journey,1
journeyed,1
joy,1
joyful,1
juan,2
judge,3
judges,4
judgment,2
judgments,3
judiciary,1
jump,4
jumped,2
junk,1
jury,1
justice,9
justices,16
justicesamuel,1
justification,2
justified,3
justifies,2
justreleased,1
kate,1
kea,12
keep,14
keeping,4
keeps,4
kennedy,6
kept,3
kerr,2
key,6
keyboard,1
keys,1
keywords,2
kid,3
kids,2
kill,2
killing,1
kin,1
kind,10
kindness,1
kinds,10
king,2
kingdom,3
kingdoms,1
kings,4
kinship,4
kit,1
kits,1
kittenkilling,1
kneejerk,1
knew,4
knighted,1
knit,1
knocked,2
knossos,1
knossós,1
know,13
knowing,2
knowledge,13
knowledgeable,1
known,12
knows,4
korn/ferry,1
lab,1
labels,3
labor,9
laboratories,1
laboratory,2
labour,3
labs,1
lack,6
lacking,1
lame,1
lameness,1
lancet,1
land,6
landed,1
landits,1
landscape,1
landscapes,3
lanes,3
language,14
languageacquisition,1
languages,9
laptop,1
large,14
largely,10
larger,7
largest,2
last,34
lasted,2
lasting,4
late,7
lately,1
later,13
latest,1
latter,2
laugh,3
laughing,2
laughter,6
launched,3
laureate,1
law,31
lawfirm,1
lawmakers,1
laws,9
lawschool,2
lawyer,6
lawyers,12
layout,1
laziness,2
lead,3
leader,3
leaders,8
leading,8
leads,2
leagues,1
leakage,1
leaking,1
lean,1
learn,13
learned,11
learning,6
least,18
leave,6
leaves,3
leaving,4
led,5
left,9
leftliberal,1
leftofcentre,1
legacy,4
legal,17
legally,1
legislation,1
legislative,1
legislature,2
legitimacy,4
legitimate,7
leisure,1
lengel,2
length,2
lengthy,1
leonard,1
less,21
lesson,5
lest,3
let,4
leter,1
letter,7
letters,2
letting,1
level,5
levels,2
lewis,1
li,7
liam,1
liberal,14
liberalarts,2
liberalizing,1
liberals,1
liberated,1
liberty,1
liberum,1
librarian,1
library,1
license,2
lie,2
lies,3
life,34
lifeassuming,1
lifeenriching,1
lifestyle,7
lifetime,1
lifetimes,1
lift,1
lifting,1
light,3
lighter,1
lighting,5
lightly,1
like,34
likeability,1
likely,22
likewise,3
liliuokalani,2
limbs,1
limit,7
limitations,2
limited,9
limits,2
line,18
lineage,1
linecline,1
lined,1
linedrawing,1
lines,5
linguistic,1
linguistics,1
linked,1
linkedin,1
links,2
liodice,2
lips,1
lire,1
list,10
listed,2
listener,1
literacy,2
literally,1
literary,2
literate,1
literature,2
little,21
live,12
lived,4
lives,13
living,7
loads,1
lobby,4
lobbying,3
local,8
locals,1
locate,3
located,3
location,1
logic,1
logicality,1
london,5
lone,1
long,29
longer,12
longlasting,1
longstanding,1
longterm,3
look,20
looking,7
looks,5
looming,2
lopsided,1
lose,4
losing,6
loss,5
losses,7
lost,5
lot,7
louis,1
louisiana,1
love,4
lovelife,2
low,3
lower,4
lowwage,1
loyal,4
loyalty,1
lucky,1
lucrative,1
lumber,1
lump,1
luxuries,1
luxury,1
lynch,3
machine,3
machines,2
made,25
madonnaandchild,1
magazine,3
magazines,3
magic,1
magical,1
magneticfield,1
magnificent,1
magnified,1
mahler,1
mail,2
main,5
maine,1
mainly,6
maintain,4
maintaining,1
maintains,1
majestic,1
major,17
majority,4
make,42
makes,13
making,21
malcolm,1
male,1
males,2
mammals,1
man,9
manage,1
manageable,1
managed,1
management,5
managerial,1
managers,6
managing,1
manchester,1
mandarin,1
mandatory,1
manipulating,1
mankind,2
manner,2
manuscript,1
manuscripts,1
many,60
map,1
mapped,1
mapping,1
maps,2
march,2
marcia,1
margin,1
marginalized,1
margins,2
marine,1
mark,30
marked,3
markedly,1
marker,1
market,13
marketer,2
marketers,5
marketing,4
marketplace,1
markets,10
marking,1
markova,3
marram,1
marriage,3
married,2
marrying,1
marvel,1
marvels,1
masks,1
mass,5
massachusetts,3
massive,2
massmarket,3
massproduced,1
master,3
masterpieces,1
matched,1
matchmakera,1
material,9
materials,2
mathematical,1
mathematics,1
matter,15
mattered,1
matters,1
mature,2
mauna,12
maximums,1
may,75
maya,1
maybe,1
mba,1
mccreevy,2
mcdonnell,6
mcgee,5
mcnutt,3
meadows,1
mean,6
meaning,18
meaningful,4
meanings,3
means,13
meant,1
meantime,1
meanwhile,4
measurable,1
measure,4
measured,3
measures,10
measuring,1
mechanical,2
mechanism,3
mechanisms,1
mechanismthat,1
media,34
medical,6
medicine,2
mediterranean,1
medium,1
meet,2
meeting,2
meetings,2
meets,1
megaliths,1
mellon,1
member,1
members,12
membership,2
memory,5
men,18
menand,6
mend,1
mental,15
mentally,1
mention,1
mentioned,1
mentioning,1
mercilessly,1
mere,1
merely,4
merit,2
merrill,1
meryl,1
mesns,1
message,5
met,3
metal,1
metallurgy,1
metaphysical,2
meter,1
method,4
methodology,1
methods,2
mexican,1
mexico,4
michael,1
microsoft,5
middle,2
midst,1
might,25
migrating,1
mile,1
miliband,1
military,3
millennials,1
millennium,1
million,7
millions,2
mind,16
minded,1
mindlessly,1
minds,1
mindset,1
ming,7
minimal,2
minimize,1
minimized,1
mining,2
miniskirt,1
ministers,4
minoan,1
minor,1
minority,1
minutes,1
miranda,1
mischievous,1
misconception,1
miserable,1
misery,1
misinterpretation,1
misinterpreted,2
mislead,1
misleading,3
misplaced,2
miss,1
missed,1
misses,1
missing,1
missions,2
missouri,1
mistake,1
mistakes,2
misunderstood,1
misuse,1
mitochondrial,1
mixed,1
moan,1
mobile,4
mobilize,1
mocked,2
mode,4
model,4
models,10
moderate,3
modern,8
modes,2
modest,5
modesty,1
modification,2
modified,1
modifies,1
modify,1
modifying,1
mom,2
moment,6
moments,3
momenttomoment,1
moms,3
momtobe,1
monarch,1
monarchies,3
monarchinfested,1
monarchs,4
monarchy,4
monday,2
mondaya,1
money,9
monoglot,1
monopoly,1
month,1
monthly,2
months,3
mood,2
moods,1
moral,10
moralist,1
moreover,6
morgan,2
mornandpop,1
mostly,3
mother,5
mothers,3
motion,1
motivate,1
motivated,3
motivations,1
motive,1
motives,3
motor,2
mountain,1
mounts,1
mournful,1
mouth,1
mouthpieces,1
mouths,1
move,9
movement,2
moves,1
movies,1
moving,1
mr,6
ms,3
much,45
mulcaire,2
multilingual,1
murdoch,1
muscle,2
muscles,3
muscular,1
museums,1
music,26
musical,1
musician,1
musicians,2
must,29
mutualfund,1
mycenaean,1
myth,2
n,4
name,17
named,3
names,1
narrative,1
narrow,1
narrowed,1
nasty,2
natick,1
nation,5
national,17
nationally,1
nations,2
native,1
natural,8
naturalist,1
naturalization,1
nature,15
naval,1
navigate,1
navy,1
nba,6
near,6
nearby,1
nearly,3
neatly,18
necessarily,4
necessary,10
necessity,3
need,25
needed,5
needs,5
negative,6
neglect,4
neglected,1
negotiations,1
neighborhoods,1
neither,1
nervous,3
nests,1
net,2
network,2
networked,4
networks,3
networksis,1
neuroscientists,1
never,14
nevertheless,1
neville,1
new,78
newblown,1
newborn,1
newbuild,1
newly,7
newlyarrived,1
newlyenrolled,1
newlyweds,1
newman,3
news,9
newsearch,1
newspaper,6
newspaperprinting,1
newspapers,10
newsprint,2
newsroom,1
newsstands,2
newton,1
next,10
nhs,2
nicely,1
nicholas,1
nickleby,1
nightmare,1
nine,2
ninety,1
nissan,1
noam,1
nobel,4
nobels,3
nobility,2
nobody,2
nod,1
nonamericans,1
noncelebrating,1
noncommercial,1
noncontroversial,3
nondurable,1
none,2
noneconomic,1
nonenglish,1
nonetheless,1
nonhuman,1
nonlawyers,2
nonpolitical,1
nonprofessionals,1
nonprofit,2
nonspecialist,1
norm,2
normal,3
normally,1
norms,2
north,3
northwestern,1
nose,1
nostalgia,1
notably,1
note,2
noted,4
notes,7
nothing,7
notice,3
noticeuse,1
noticing,1
noting,1
novel,6
novelist,1
novels,2
novelty,2
nowadays,1
nowhere,1
nrc,2
nt,52
nuclear,10
nuisancelawsuit,1
number,15
numbered,21
numbers,2
numerous,1
nutrients,1
nutrition,1
obama,2
object,1
objecting,1
objection,3
objective,5
objectiveness,1
objectivity,1
objects,4
obligations,1
oblige,1
obliged,2
obscssed,1
obscure,4
obscuring,2
observablefor,1
observation,1
observations,1
observatory,1
observe,4
observed,2
observer,2
observers,2
observes,1
observing,2
obsessed,2
obsession,1
obstacle,1
obtain,4
obvious,3
obviously,4
occasions,1
occupation,1
occupied,1
occur,1
occurred,1
occurrences,1
occurs,3
ocean,1
octavia,1
od,1
odd,2
odds,1
oecd,4
offer,8
offered,2
offering,1
offers,5
office,2
officer,2
officers,3
offices,2
official,9
officially,1
officials,8
offplanbuilding,1
often,23
ohare,1
ok,3
old,14
oldare,1
oldest,1
olduvai,1
oldworld,1
oliver,2
olympic,2
omnivore,1
one,112
oneclick,1
onerous,1
ones,11
oneseditor,1
oneself,1
oneshot,1
onesspread,1
oneway,1
online,16
onlineonly,1
onto,2
ontrend,1
open,3
openaccess,4
opened,1
opening,1
opera,1
operant,1
operate,1
operating,2
operation,1
operational,1
operators,1
opinion,3
opinions,1
opponents,1
opportunities,5
opportunity,5
oppose,1
opposed,3
opposing,3
opposite,3
opposition,3
oppression,1
oprah,1
optimism,1
optimistic,1
option,2
options,2
orchestra,3
orchestral,1
order,14
ordering,1
ordinary,1
organisations,1
organism,1
organization,6
organizations,5
organize,2
organs,1
origin,4
original,2
originally,2
originated,4
originates,1
origins,1
orin,2
ornament,1
ornate,1
orphan,1
osborne,4
osborneland,1
osboyne,1
ot,1
others,28
otherwise,5
ought,3
outcome,1
outcomes,1
outdated,3
outer,1
outgrown,1
outline,2
outlines,1
outlook,1
outoftown,1
output,4
outrage,1
outside,9
outsiders,2
outsize,1
outsourcing,1
outweighs,1
ovaries,1
overall,8
overcame,1
overcome,1
overcrowded,1
overdressed,3
overdue,1
overestimate,1
overestimated,1
overlapping,2
overly,1
overpack,1
overpaying,1
overruling,1
overseas,1
overshadowed,1
oversize,1
overstate,1
overstepped,1
overthecounter,1
overturned,4
overvalued,1
owes,1
owing,1
owned,5
owner,1
owners,1
ownership,4
owning,1
oxygen,1
oxytocin,2
p,4
pace,3
pacific,1
packets,1
page,2
pageincluding,1
pages,4
paid,9
pain,1
painful,2
paintbrush,1
paintings,1
pairing,1
pairs,1
palace,1
palm,1
panel,2
panorama,1
pants,1
paper,15
papers,11
para,10
paradox,1
paradoxes,1
paradoxical,1
paragraph,67
paragraphs,23
parallel,5
paralysis,1
paraphrase,1
parentchild,1
parenthood,2
parents,12
parkrun,2
parks,1
parliament,2
parmigiani,2
part,66
parthenon,1
partial,1
partially,1
participants,1
participation,1
particular,10
particularism,3
particularist,1
particularly,5
parties,3
partly,5
partner,3
partners,1
parts,5
party,5
pass,2
passage,1
passed,4
passenger,1
passengers,3
passing,3
passion,1
passionate,5
passive,4
past,11
pasttense,1
patchwork,2
patent,8
patented,2
patents,14
paternal,2
paternity,2
path,1
paths,1
pathway,1
pathways,1
patience,2
patrolled,1
pattern,6
patterning,1
patterns,4
pay,17
paycheck,4
paychecks,1
paying,1
payment,2
payments,2
peace,2
peaceful,1
peak,3
peculiar,5
peer,15
peerreview,4
peerreviewed,2
peerreviewled,2
peers,4
pen,2
pencils,1
pending,1
pennsylvania,1
pensions,2
people,78
peoples,3
per,2
perceive,3
perceived,3
percent,9
percentage,2
perceptions,1
perceptive,1
pereti,1
peretti,4
perettisaid,1
perfect,1
perfection,1
perfectly,1
perform,1
performance,7
performances,6
performer,1
performers,8
performing,1
performs,1
perhaps,10
period,1
periods,1
permanent,4
permission,5
permit,1
perpetuate,1
perpetuated,1
perpetuity,1
perplexing,1
perry,1
persist,1
persistence,1
persistent,1
persistently,1
person,11
personal,7
personality,1
personand,1
persons,2
perspective,2
persuade,1
persuaded,1
persuading,1
persuasive,2
pessimistic,1
petals,1
pharaoh,1
phds,1
phenomena,2
philharmonic,4
philosopher,3
philosophical,1
philosophy,3
phone,16
phones,5
photographer,1
photographic,1
photographs,2
phrase,7
phrasing,1
physical,13
physically,1
physician,1
physics,4
physiologist,1
physiology,1
physiques,1
piano,2
pick,1
picked,1
picks,1
pickwick,7
picture,2
pictures,6
piece,3
pierre,1
piketty,1
piko,1
pile,1
pilgrim,2
piling,1
pin,1
pinpoint,1
pipe,2
pivot,1
place,13
placed,4
places,6
plague,1
plan,3
planbuilding,1
planet,5
planned,1
planning,5
plans,1
plant,8
plants,2
plateau,1
plausiblesounding,1
play,6
played,3
players,9
playing,1
plays,2
pleading,1
pleads,1
please,3
pleased,1
pleasure,2
pledging,1
plenty,4
plots,1
plump,1
plunged,1
plus,2
plymouth,2
poached,2
poblic,1
pocketbook,1
poems,1
poetic,1
poetry,3
point,12
pointed,1
pointless,1
points,69
poked,1
polarised,1
polarized,1
police,8
policies,4
